Timestamp,Sender Redacted,Recipients Redacted,Filters,SMS Message Type,Preview
XX/XX/2015  09:28:50,1786XXXX228,954XXXX558,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:28:51,1786XXXX415,954XXXX559,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:28:52,1786XXXX665,954XXXX560,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:28:57,1786XXXX665,954XXXX563,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:28:56,1786XXXX228,954XXXX564,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:00,1786XXXX228,954XXXX566,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:01,1786XXXX665,954XXXX567,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:03,1786XXXX228,954XXXX569,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:04,1786XXXX415,954XXXX571,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:08,1786XXXX665,954XXXX574,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:10,1786XXXX817,954XXXX576,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:11,1786XXXX665,954XXXX579,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:13,1786XXXX228,954XXXX580,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:16,1786XXXX665,954XXXX583,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:18,1786XXXX817,954XXXX585,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:18,1786XXXX415,954XXXX586,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:19,1786XXXX665,954XXXX587,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:20,1786XXXX228,954XXXX588,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:21,1786XXXX817,954XXXX590,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:24,1786XXXX415,954XXXX593,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:25,1786XXXX817,954XXXX594,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:27,1786XXXX665,954XXXX595,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:27,1786XXXX228,954XXXX596,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:29,1786XXXX415,954XXXX597,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:31,1786XXXX665,954XXXX600,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:33,1786XXXX415,954XXXX602,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:34,1786XXXX665,954XXXX604,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:37,1786XXXX665,954XXXX607,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:40,1786XXXX817,954XXXX609,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:40,1786XXXX415,954XXXX610,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:44,1786XXXX665,954XXXX615,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:45,1786XXXX228,954XXXX616,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:48,1786XXXX665,954XXXX619,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:51,1786XXXX665,954XXXX622,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:53,1786XXXX228,954XXXX625,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:56,1786XXXX817,954XXXX626,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:55,1786XXXX665,954XXXX627,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:56,1786XXXX228,954XXXX629,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:58,1786XXXX665,954XXXX630,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:29:59,1786XXXX817,954XXXX632,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:03,1786XXXX415,954XXXX634,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:06,1786XXXX665,954XXXX638,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:06,1786XXXX415,954XXXX640,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:09,1786XXXX665,954XXXX641,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:12,1786XXXX665,954XXXX644,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:16,1786XXXX817,954XXXX648,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:18,1786XXXX415,954XXXX649,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:19,1786XXXX665,954XXXX650,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:22,1786XXXX415,954XXXX652,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:23,1786XXXX665,954XXXX653,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:28,1786XXXX665,954XXXX656,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:27,1786XXXX817,954XXXX657,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:29,1786XXXX415,954XXXX658,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:31,1786XXXX665,954XXXX660,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:34,1786XXXX665,954XXXX665,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:36,1786XXXX415,954XXXX666,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:39,1786XXXX817,954XXXX667,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:38,1786XXXX665,954XXXX668,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:42,1786XXXX665,954XXXX671,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:42,1786XXXX817,954XXXX672,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:44,1786XXXX415,954XXXX674,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:46,1786XXXX665,954XXXX675,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:47,1786XXXX228,954XXXX677,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:48,1786XXXX415,954XXXX678,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:52,1786XXXX228,954XXXX681,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:51,1786XXXX415,954XXXX682,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:30:53,1786XXXX665,954XXXX684,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:00,1786XXXX415,954XXXX690,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:02,1786XXXX817,954XXXX692,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:05,1786XXXX665,954XXXX695,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:09,1786XXXX415,954XXXX698,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:08,1786XXXX665,954XXXX699,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:12,1786XXXX665,954XXXX702,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:13,1786XXXX415,954XXXX703,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:16,1786XXXX415,954XXXX708,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:18,1786XXXX228,954XXXX710,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:20,1786XXXX415,954XXXX711,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:20,1786XXXX817,954XXXX712,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:24,1786XXXX665,954XXXX717,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:27,1786XXXX817,954XXXX720,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:27,1786XXXX665,954XXXX721,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:30,1786XXXX228,954XXXX722,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:33,1786XXXX228,954XXXX726,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:35,1786XXXX665,954XXXX728,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:35,1786XXXX817,954XXXX729,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:37,1786XXXX228,954XXXX730,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:37,1786XXXX415,954XXXX731,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:39,1786XXXX665,954XXXX732,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:44,1786XXXX228,954XXXX738,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:44,1786XXXX415,954XXXX739,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:50,1786XXXX665,954XXXX744,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:54,1786XXXX665,954XXXX748,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:54,1786XXXX817,954XXXX749,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:57,1786XXXX817,954XXXX752,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:31:57,1786XXXX228,954XXXX753,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:01,1786XXXX817,954XXXX756,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:01,1786XXXX665,954XXXX758,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:05,1786XXXX665,954XXXX762,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:09,1786XXXX665,954XXXX765,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:10,1786XXXX415,954XXXX767,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:12,1786XXXX228,954XXXX769,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:12,1786XXXX665,954XXXX770,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:16,1786XXXX228,954XXXX773,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:18,1786XXXX817,954XXXX776,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:27,1786XXXX817,954XXXX784,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:28,1786XXXX228,954XXXX786,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:28,1786XXXX415,954XXXX787,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:32,1786XXXX817,954XXXX788,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:31,1786XXXX665,954XXXX789,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:32,1786XXXX415,954XXXX791,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:36,1786XXXX817,954XXXX795,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:39,1786XXXX665,954XXXX796,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:39,1786XXXX228,954XXXX797,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:39,1786XXXX817,954XXXX799,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:42,1786XXXX228,954XXXX800,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:43,1786XXXX665,954XXXX802,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:45,1786XXXX415,954XXXX803,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:46,1786XXXX228,954XXXX804,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:46,1786XXXX665,954XXXX806,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:51,1786XXXX228,954XXXX808,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:51,1786XXXX817,954XXXX809,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:50,1786XXXX665,954XXXX810,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:53,1786XXXX665,954XXXX812,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:58,1786XXXX665,954XXXX816,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:32:58,1786XXXX228,954XXXX818,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:00,1786XXXX415,954XXXX819,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:01,1786XXXX817,954XXXX820,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:01,1786XXXX228,954XXXX821,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:04,1786XXXX415,954XXXX823,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:04,1786XXXX817,954XXXX824,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:06,1786XXXX228,954XXXX825,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:07,1786XXXX415,954XXXX827,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:09,1786XXXX228,954XXXX830,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:14,1786XXXX415,954XXXX835,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:15,1786XXXX817,954XXXX836,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:19,1786XXXX665,954XXXX841,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:22,1786XXXX415,954XXXX844,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:23,1786XXXX665,954XXXX845,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:25,1786XXXX228,954XXXX846,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:25,1786XXXX817,954XXXX847,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:26,1786XXXX415,954XXXX848,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:26,1786XXXX665,954XXXX849,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:28,1786XXXX228,954XXXX850,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:29,1786XXXX665,954XXXX853,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:31,1786XXXX228,954XXXX854,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:35,1786XXXX228,954XXXX858,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:35,1786XXXX817,954XXXX859,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:36,1786XXXX665,954XXXX861,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:38,1786XXXX228,954XXXX862,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:39,1786XXXX817,954XXXX863,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:39,1786XXXX665,954XXXX864,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:40,1786XXXX415,954XXXX865,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:42,1786XXXX817,954XXXX867,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:45,1786XXXX228,954XXXX870,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:46,1786XXXX817,954XXXX871,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:49,1786XXXX228,954XXXX874,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:49,1786XXXX817,954XXXX875,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:50,1786XXXX665,954XXXX876,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:50,1786XXXX415,954XXXX877,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
XX/XX/2015  09:33:52,1786XXXX228,954XXXX878,Blocking Filter G,MO,"Money cash for cars 
I pay 3-4 hundred
cell 3o5\\\\XXX\\\\XXXX"
