Timestamp,Sender Redacted,Recipients Redacted,Filters,SMS Message Type,Preview
XX/XX/2015  09:17:53,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/11-0a.JqjM+1q/
XX/XX/2015  09:17:31,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/4w&XK6hyuCDNy
XX/XX/2015  09:19:13,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/cN1lDag=YYevy
XX/XX/2015  09:24:49,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/cSBtTn8I.xAC-
XX/XX/2015  09:33:38,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/cSBtTn8I.xAC-
XX/XX/2015  09:35:26,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/cSBtTn8I.xAC-
XX/XX/2015  09:36:40,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/cSBtTn8I.xAC-
XX/XX/2015  09:19:40,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/hd27g=~NxJW/7
XX/XX/2015  09:24:51,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/hd27g=~NxJW/7
XX/XX/2015  09:22:32,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/HIf77NB91zR2J
XX/XX/2015  09:21:16,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/JjF+bNSR2.Evb
XX/XX/2015  09:28:22,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/JjF+bNSR2.Evb
XX/XX/2015  09:32:12,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/JjF+bNSR2.Evb
XX/XX/2015  09:04:41,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/oVGqFfVy5yOwC
XX/XX/2015  09:23:29,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/oVGqFfVy5yOwC
XX/XX/2015  09:30:34,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/RKb4yQnxNzypn
XX/XX/2015  09:37:42,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/RKb4yQnxNzypn
XX/XX/2015  09:23:27,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/TD0RtjvAbWP7t
XX/XX/2015  09:18:38,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/TD0RtjvAbWP7t
XX/XX/2015  09:33:16,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/TD0RtjvAbWP7t
XX/XX/2015  09:21:18,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/uTBLeV~SS__?M
XX/XX/2015  09:27:52,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/uTBLeV~SS__?M
XX/XX/2015  09:34:28,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/uTBLeV~SS__?M
XX/XX/2015  09:26:12,1801XXXX588,#XXX#,Suspicious Filter V,MO,Dice with Buddies -- just download it. http://REDACTED/Y2GWg-TZ.iN.a
XX/XX/2015  09:24:53,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/~rHMDL/EJoGG"
XX/XX/2015  09:30:59,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/~rHMDL/EJoGG"
XX/XX/2015  09:28:24,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/119kQ+sMA~XWK9"
XX/XX/2015  09:32:09,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/119kQ+sMA~XWK9"
XX/XX/2015  09:34:32,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/119kQ+sMA~XWK9"
XX/XX/2015  09:35:57,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/119kQ+sMA~XWK9"
XX/XX/2015  09:37:31,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/119kQ+sMA~XWK9"
XX/XX/2015  09:04:33,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/582vHZqRLIKqV"
XX/XX/2015  09:23:25,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/582vHZqRLIKqV"
XX/XX/2015  09:04:28,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Anr?uPwOWNwW"
XX/XX/2015  09:18:35,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Anr?uPwOWNwW"
XX/XX/2015  09:19:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/cp4r5fkpO3nzf"
XX/XX/2015  09:35:22,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/cp4r5fkpO3nzf"
XX/XX/2015  09:36:36,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/cp4r5fkpO3nzf"
XX/XX/2015  09:19:01,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CUsysHcEj9sEA"
XX/XX/2015  09:23:40,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CUsysHcEj9sEA"
XX/XX/2015  09:30:29,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CUsysHcEj9sEA"
XX/XX/2015  09:35:11,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CUsysHcEj9sEA"
XX/XX/2015  09:36:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CUsysHcEj9sEA"
XX/XX/2015  09:25:41,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CVeO.pkeyPyu7"
XX/XX/2015  09:33:48,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CVeO.pkeyPyu7"
XX/XX/2015  09:35:32,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/CVeO.pkeyPyu7"
XX/XX/2015  09:34:13,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/DLFWAXl5CXWR"
XX/XX/2015  09:35:51,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/DLFWAXl5CXWR"
XX/XX/2015  09:37:24,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/DLFWAXl5CXWR"
XX/XX/2015  09:04:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/EvoMsLsE5ezH"
XX/XX/2015  09:18:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/EvoMsLsE5ezH"
XX/XX/2015  09:19:42,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/gh7+/WBnbC1dJ"
XX/XX/2015  09:30:57,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/gh7+/WBnbC1dJ"
XX/XX/2015  09:33:44,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/gh7+/WBnbC1dJ"
XX/XX/2015  09:35:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/gh7+/WBnbC1dJ"
XX/XX/2015  09:23:13,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/N42TR9vdp57~2"
XX/XX/2015  09:18:22,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/N42TR9vdp57~2"
XX/XX/2015  09:33:08,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/N42TR9vdp57~2"
XX/XX/2015  09:26:20,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/-O9EcQHHMF?7M"
XX/XX/2015  09:34:05,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/-O9EcQHHMF?7M"
XX/XX/2015  09:18:42,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/oW5?XzmTTK&LI"
XX/XX/2015  09:33:05,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/p&ypucOTk.TZi"
XX/XX/2015  09:35:02,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/p&ypucOTk.TZi"
XX/XX/2015  09:32:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/PJrnkcQhE_A_K"
XX/XX/2015  09:34:38,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/PJrnkcQhE_A_K"
XX/XX/2015  09:36:05,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/PJrnkcQhE_A_K"
XX/XX/2015  09:37:33,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/PJrnkcQhE_A_K"
XX/XX/2015  09:29:24,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/rgL_NiHSKVuIe"
XX/XX/2015  09:34:43,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/rgL_NiHSKVuIe"
XX/XX/2015  09:30:50,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/rMp~4ViK/SYDi"
XX/XX/2015  09:33:40,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/rMp~4ViK/SYDi"
XX/XX/2015  09:04:26,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/tL0fJw-9cy42"
XX/XX/2015  09:23:17,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/tL0fJw-9cy42"
XX/XX/2015  09:18:26,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/tL0fJw-9cy42"
XX/XX/2015  09:30:12,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/tL0fJw-9cy42"
XX/XX/2015  09:33:10,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/tL0fJw-9cy42"
XX/XX/2015  09:19:59,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Uh9SXxWeUHczS"
XX/XX/2015  09:36:42,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/vmaJ2OBAl-OR"
XX/XX/2015  09:37:15,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/vmaJ2OBAl-OR"
XX/XX/2015  09:37:48,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/vmaJ2OBAl-OR"
XX/XX/2015  09:23:32,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/YpLTLJlX8qJxy"
XX/XX/2015  09:18:46,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/YpLTLJlX8qJxy"
XX/XX/2015  09:33:14,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/YpLTLJlX8qJxy"
XX/XX/2015  09:20:03,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Xm7ZET6zP26~K"
XX/XX/2015  09:26:16,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Xm7ZET6zP26~K"
XX/XX/2015  09:33:57,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Xm7ZET6zP26~K"
XX/XX/2015  09:35:38,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/Xm7ZET6zP26~K"
XX/XX/2015  09:19:53,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/XSuv0mx77F6AS"
XX/XX/2015  09:25:43,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I CHALLENGE THEE (to REDACTED with Buddies on your phone)! I'm ""REDACTED"". http://REDACTED/XSuv0mx77F6AS"
XX/XX/2015  09:25:12,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/&01Cf09Tp~jBX"
XX/XX/2015  09:33:46,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/&01Cf09Tp~jBX"
XX/XX/2015  09:35:28,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/&01Cf09Tp~jBX"
XX/XX/2015  09:36:38,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/&01Cf09Tp~jBX"
XX/XX/2015  09:37:12,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/&01Cf09Tp~jBX"
XX/XX/2015  09:22:01,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/~QC5JO.V/22x4"
XX/XX/2015  09:32:39,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/~QC5JO.V/22x4"
XX/XX/2015  09:18:28,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/12O4CRXR_E~+F5"
XX/XX/2015  09:04:49,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/1NRLNHa=WZ2Dm"
XX/XX/2015  09:04:24,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/3?yO90l_m40zv"
XX/XX/2015  09:18:24,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/3?yO90l_m40zv"
XX/XX/2015  09:30:15,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/3?yO90l_m40zv"
XX/XX/2015  09:18:11,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/53rWxMWQL5QCC"
XX/XX/2015  09:30:01,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/53rWxMWQL5QCC"
XX/XX/2015  09:34:56,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/53rWxMWQL5QCC"
XX/XX/2015  09:31:28,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/A9VNl+PEx?wOb"
XX/XX/2015  09:34:03,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/A9VNl+PEx?wOb"
XX/XX/2015  09:37:17,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/A9VNl+PEx?wOb"
XX/XX/2015  09:32:57,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/EP5u&.tBJQ+C"
XX/XX/2015  09:34:58,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/EP5u&.tBJQ+C"
XX/XX/2015  09:31:55,1801XXXX588,#XXX#,Suspicious Filter V,MO,"I,  REDACTED, challenge YOU to a duel (in REDACTED with Buddies). http:// REDACTED/W2oWfpWHnDWAe"
XX/XX/2015  09:33:28,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/.igOZfCP6BlH0"""
XX/XX/2015  09:37:10,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/.igOZfCP6BlH0"""
XX/XX/2015  09:37:44,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/.igOZfCP6BlH0"""
XX/XX/2015  09:19:16,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/?gwUvFLB=Y0wC"""
XX/XX/2015  09:24:42,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/?gwUvFLB=Y0wC"""
XX/XX/2015  09:33:32,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/?gwUvFLB=Y0wC"""
XX/XX/2015  09:36:16,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/~o0JMIPKKYbGP"""
XX/XX/2015  09:37:06,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/~o0JMIPKKYbGP"""
XX/XX/2015  09:34:30,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/11seAOo=MSd4S"""
XX/XX/2015  09:30:18,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/4JL6Z=n7&IMNY"""
XX/XX/2015  09:33:12,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/4JL6Z=n7&IMNY"""
XX/XX/2015  09:29:33,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8KHi&LII+TVRt"""
XX/XX/2015  09:32:44,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8KHi&LII+TVRt"""
XX/XX/2015  09:34:46,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8KHi&LII+TVRt"""
XX/XX/2015  09:37:36,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8KHi&LII+TVRt"""
XX/XX/2015  09:38:01,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8KHi&LII+TVRt"""
XX/XX/2015  09:03:32,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8Rx=IFXfJfh4r"""
XX/XX/2015  09:32:41,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/8Rx=IFXfJfh4r"""
XX/XX/2015  09:17:22,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/J.ks&i/Imxm7P"""
XX/XX/2015  09:34:15,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/J.ks&i/Imxm7P"""
XX/XX/2015  09:20:01,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/Jd&TBAJFxmwT2"""
XX/XX/2015  09:26:14,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/Jd&TBAJFxmwT2"""
XX/XX/2015  09:34:01,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/Jd&TBAJFxmwT2"""
XX/XX/2015  09:21:08,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/l1lb2d9734tk?"""
XX/XX/2015  09:27:44,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/l1lb2d9734tk?"""
XX/XX/2015  09:31:53,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/l1lb2d9734tk?"""
XX/XX/2015  09:35:53,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/l1lb2d9734tk?"""
XX/XX/2015  09:26:51,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/MXChrYtx/6Y7o"""
XX/XX/2015  09:35:45,1801XXXX588,#XXX#,Suspicious Filter V,MO,"Let's Roll, if you're any good ;) I'm \REDACTED\"" in REDACTED with Buddies. http://REDACTED/MXChrYtx/6Y7o"""
